feature,dataset,context,cutoff,Fold,Avg Precision,Avg Recall,Avg F1,Avg pr time,Avg rec time
attrs,GPT4,0.2,3,fold_1,26.19047619,14.375,13.76179939,0.086964761,17.02433508
attrs,GPT4,0.2,3,fold_2,33.33333333,12.98386155,16.58480408,0.087239885,20.81698577
attrs,GPT4,0.2,3,fold_3,20,8.989296144,10.43063973,0.094340356,25.2131422
attrs,GPT4,0.2,3,fold_4,13.33333333,4.407407407,6.398256065,0.084618028,15.57593692
attrs,GPT4,0.2,3,fold_5,17.77777778,6.68013468,9.385429385,0.086999861,10.87611396
attrs,GPT4,0.2,5,fold_1,24.28571429,18.8157081,17.33660131,0.088468773,16.60880508
attrs,GPT4,0.2,5,fold_2,36,25.0998076,24.74623015,0.086717717,23.19442964
attrs,GPT4,0.2,5,fold_3,25.33333333,10.60190958,13.61719762,0.08855683,25.3977331
attrs,GPT4,0.2,5,fold_4,30.66666667,20.94078035,20.73935731,0.083888626,22.05243918
attrs,GPT4,0.2,5,fold_5,28,15.21267391,17.87711381,0.091699982,21.66987422
attrs,GPT4,0.2,10,fold_1,27.14285714,21.46628591,22.8231908,0.089057173,19.10172677
attrs,GPT4,0.2,10,fold_2,24.66666667,30.32856403,23.45846483,0.088182894,26.40591256
attrs,GPT4,0.2,10,fold_3,24,24.32414084,20.52705364,0.084468206,23.45726124
attrs,GPT4,0.2,10,fold_4,25.33333333,29.48596906,22.6799818,0.050778532,12.19513218
attrs,GPT4,0.2,10,fold_5,25.33333333,30.30849673,24.17360417,0.04603316,9.521888113
attrs,GPT4,0.5,3,fold_1,33.33333333,10.42375283,13.01926831,0.087069801,8.228344577
attrs,GPT4,0.5,3,fold_2,23.80952381,12.50008049,10.85860568,0.083375199,6.300519092
attrs,GPT4,0.5,3,fold_3,20,7.056393498,8.515702644,0.083043226,9.737355185
attrs,GPT4,0.5,3,fold_4,26.66666667,7.260263335,8.951304048,0.093468507,6.606914345
attrs,GPT4,0.5,3,fold_5,22.22222222,5.944394787,6.645620468,0.086985906,10.99488718
attrs,GPT4,0.5,5,fold_1,27.14285714,7.807108351,10.64946558,0.081140144,8.333294272
attrs,GPT4,0.5,5,fold_2,32.85714286,10.31685401,12.81716461,0.09708505,11.32668374
attrs,GPT4,0.5,5,fold_3,34.66666667,19.08252624,18.01393515,0.095294778,12.13063817
attrs,GPT4,0.5,5,fold_4,21.33333333,5.332926333,7.383244207,0.089947017,12.19322325
attrs,GPT4,0.5,5,fold_5,18.66666667,3.626563817,5.972358914,0.092472887,8.870870988
attrs,GPT4,0.5,10,fold_1,32.85714286,16.77835449,19.07530876,0.09125529,11.51312356
attrs,GPT4,0.5,10,fold_2,23.33333333,14.04059829,16.08823781,0.089899906,10.95629636
attrs,GPT4,0.5,10,fold_3,26,18.67283951,16.32321228,0.094369125,13.00286689
attrs,GPT4,0.5,10,fold_4,24,16.62852818,13.67256657,0.089114936,11.79514252
attrs,GPT4,0.5,10,fold_5,22.66666667,11.99510142,14.95877015,0.088630994,8.113760233
attrs,GPT4,0.8,3,fold_1,53.84615385,4.376543641,7.48571272,0.08240322,6.675259608
attrs,GPT4,0.8,3,fold_2,44.44444444,5.903182352,9.413126038,0.078437368,8.534708957
attrs,GPT4,0.8,3,fold_3,50,6.922703983,10.20561278,0.076506649,7.660818492
attrs,GPT4,0.8,3,fold_4,52.38095238,4.25118636,7.472775885,0.089566827,8.354860766
attrs,GPT4,0.8,3,fold_5,60,5.994633534,9.92920036,0.092252986,7.743719451
attrs,GPT4,0.8,5,fold_1,38.46153846,16.59818871,19.97851644,0.086476509,3.402306318
attrs,GPT4,0.8,5,fold_2,44.28571429,16.22851399,19.9706882,0.080033915,3.943454402
attrs,GPT4,0.8,5,fold_3,41.42857143,14.34928633,17.91150296,0.08384519,3.558795946
attrs,GPT4,0.8,5,fold_4,44.28571429,15.60197481,20.39323335,0.076983537,4.592232057
attrs,GPT4,0.8,5,fold_5,42.66666667,17.15599216,22.2560093,0.095045598,4.257809846
attrs,GPT4,0.8,10,fold_1,27.85714286,16.82760208,17.36893286,0.087494663,2.466027447
attrs,GPT4,0.8,10,fold_2,25.71428571,14.10244957,15.09102649,0.080861807,3.549609951
attrs,GPT4,0.8,10,fold_3,24.66666667,14.06866538,13.64724441,0.088523928,2.604636049
attrs,GPT4,0.8,10,fold_4,24.28571429,12.88857714,12.24133934,0.084581069,3.006497894
attrs,GPT4,0.8,10,fold_5,16,6.127911683,7.582755661,0.081907479,4.198758252
attrs,Manual,0.2,3,fold_1,50,16.36906487,19.92241565,0.061403433,22.79029195
attrs,Manual,0.2,3,fold_2,52.38095238,19.56364168,26.4723162,0.067630359,16.41383115
attrs,Manual,0.2,3,fold_3,55.55555556,21.52640123,26.38262832,0.074691017,24.59814837
attrs,Manual,0.2,3,fold_4,61.11111111,26.69375763,32.31783224,0.053104937,17.62680531
attrs,Manual,0.2,3,fold_5,50,22.5140056,25.40152409,0.054679434,14.19852541
attrs,Manual,0.2,5,fold_1,40,22.24108849,24.63519374,0.061813792,22.86126333
attrs,Manual,0.2,5,fold_2,45.71428571,20.83276373,26.25236167,0.059158734,19.05241076
attrs,Manual,0.2,5,fold_3,41.66666667,21.91430098,24.98977874,0.056237876,21.56628954
attrs,Manual,0.2,5,fold_4,47.69230769,29.90353732,32.0212684,0.063553425,20.2065296
attrs,Manual,0.2,5,fold_5,44.61538462,20.32565714,26.58167624,0.070116025,18.89624471
attrs,Manual,0.2,10,fold_1,59.28571429,45.937445,48.08576492,0.061280966,24.89371082
attrs,Manual,0.2,10,fold_2,60,44.65407423,46.05057886,0.059586048,27.89876283
attrs,Manual,0.2,10,fold_3,64.16666667,45.85812623,50.54984741,0.059975167,24.64835312
attrs,Manual,0.2,10,fold_4,56.58119658,35.72150072,41.75464628,0.064178412,26.64716759
attrs,Manual,0.2,10,fold_5,52.85714286,36.7390014,41.06477957,0.059749467,21.48594705
attrs,Manual,0.5,3,fold_1,60,29.85760357,25.5761928,0.059385204,12.8932735
attrs,Manual,0.5,3,fold_2,46.66666667,9.776639091,14.19263404,0.055985856,8.884786034
attrs,Manual,0.5,3,fold_3,45.83333333,13.31686084,16.14448482,0.053623974,6.754550278
attrs,Manual,0.5,3,fold_4,71.42857143,17.8104125,21.12337333,0.056806769,17.36399337
attrs,Manual,0.5,3,fold_5,62.5,10.216418,16.29343316,0.057611942,14.31435463
attrs,Manual,0.5,5,fold_1,49.09090909,10.11015782,15.16344381,0.054977807,12.39454415
attrs,Manual,0.5,5,fold_2,54.54545455,25.24569193,26.36318227,0.056015643,11.02893372
attrs,Manual,0.5,5,fold_3,62.22222222,16.18033427,23.04576557,0.058574941,14.32362188
attrs,Manual,0.5,5,fold_4,68.88888889,19.85157127,25.65943196,0.061120033,12.69365544
attrs,Manual,0.5,5,fold_5,60,23.41448305,21.74746466,0.056831704,14.24381916
attrs,Manual,0.5,10,fold_1,56.38888889,27.86138139,34.27141521,0.057442327,12.20085025
attrs,Manual,0.5,10,fold_2,52.30769231,36.56387918,36.04387483,0.054288039,7.755749446
attrs,Manual,0.5,10,fold_3,60.83333333,32.8758257,34.87006552,0.055926422,13.64496686
attrs,Manual,0.5,10,fold_4,74,34.66795058,42.81663224,0.05635705,15.28461895
attrs,Manual,0.5,10,fold_5,61.71717172,33.85834658,35.70883566,0.060317061,14.66297371
attrs,Manual,0.8,3,fold_1,100,3.939233209,7.484839803,0.038710594,7.913233042
attrs,Manual,0.8,3,fold_2,100,3.942871578,7.553198329,0.040668408,8.475475391
attrs,Manual,0.8,3,fold_3,100,5.720470006,10.79059829,0.054803133,5.958924214
attrs,Manual,0.8,3,fold_4,100,2.563083772,4.976390496,0.048936049,8.991681576
attrs,Manual,0.8,3,fold_5,100,4.681085044,8.934837493,0.044705232,7.487785816
attrs,Manual,0.8,5,fold_1,66.66666667,13.65025023,19.91412836,0.060071389,5.669608831
attrs,Manual,0.8,5,fold_2,88,15.79609349,23.96944779,0.046264458,7.706382561
attrs,Manual,0.8,5,fold_3,76.66666667,16.18300072,24.08729515,0.053537051,4.445710381
attrs,Manual,0.8,5,fold_4,90,7.192367347,13.01005839,0.05385232,8.756716967
attrs,Manual,0.8,5,fold_5,76,10.4908949,17.27255342,0.051107979,5.881397104
attrs,Manual,0.8,10,fold_1,69.58333333,32.21753522,38.16601914,0.054087549,5.515498519
attrs,Manual,0.8,10,fold_2,71.25,23.4411018,34.20322472,0.055485725,3.951630175
attrs,Manual,0.8,10,fold_3,74.28571429,29.76764732,40.53934157,0.057364328,3.293360267
attrs,Manual,0.8,10,fold_4,88.33333333,32.63876804,41.27591033,0.052058578,8.966980815
attrs,Manual,0.8,10,fold_5,75.71428571,43.73425043,41.66069017,0.057956525,6.138455663
attrs,Mixed,0.2,3,fold_1,51.51515152,21.11112454,24.80156689,0.052978559,15.19489761
attrs,Mixed,0.2,3,fold_2,33.33333333,10.07192154,14.86952407,0.056728785,12.13588247
attrs,Mixed,0.2,3,fold_3,39.39393939,12.91735537,18.22871573,0.053892092,18.23445866
attrs,Mixed,0.2,3,fold_4,36.11111111,19.98737374,21.94988586,0.050749918,7.780559242
attrs,Mixed,0.2,3,fold_5,36.36363636,10.086126,14.56808986,0.056901585,13.57260663
attrs,Mixed,0.2,5,fold_1,36.36363636,16.83057851,20.69486069,0.055892988,15.2915207
attrs,Mixed,0.2,5,fold_2,22.85714286,8.90957872,12.26855016,0.058628866,15.43218497
attrs,Mixed,0.2,5,fold_3,50.90909091,15.87032319,22.42116946,0.054726471,21.48790711
attrs,Mixed,0.2,5,fold_4,33.84615385,19.38852814,22.8115939,0.051963971,16.74196139
attrs,Mixed,0.2,5,fold_5,32.72727273,15.10109084,17.96536797,0.048445615,14.89849684
attrs,Mixed,0.2,10,fold_1,33.63636364,29.42504129,29.33953658,0.051855607,13.12808134
attrs,Mixed,0.2,10,fold_2,23.88888889,25.77749599,19.88791051,0.053105797,19.96449402
attrs,Mixed,0.2,10,fold_3,27.96296296,22.17500175,23.50022504,0.097492973,44.13163316
attrs,Mixed,0.2,10,fold_4,27.3015873,24.72658294,23.05499659,0.108655844,46.29550677
attrs,Mixed,0.2,10,fold_5,31.81818182,32.23654664,28.48693791,0.102692279,38.78023735
attrs,Mixed,0.5,3,fold_1,55.55555556,12.75316187,19.42489273,0.05290042,4.729741176
attrs,Mixed,0.5,3,fold_2,46.66666667,12.09164834,14.4845514,0.05155766,8.126313949
attrs,Mixed,0.5,3,fold_3,40.74074074,8.098444765,10.98354704,0.049734407,10.59415491
attrs,Mixed,0.5,3,fold_4,33.33333333,2.747278361,4.973235558,0.054768483,8.196912792
attrs,Mixed,0.5,3,fold_5,33.33333333,2.397297592,4.470991649,0.05146417,5.123971224
attrs,Mixed,0.5,5,fold_1,48,14.23871237,20.15835319,0.047833633,5.237718058
attrs,Mixed,0.5,5,fold_2,30,6.21178944,8.959448177,0.047953268,8.936955988
attrs,Mixed,0.5,5,fold_3,26,15.39569928,10.67507902,0.050345206,10.90843832
attrs,Mixed,0.5,5,fold_4,32,5.514418828,9.04378716,0.050136065,7.470428538
attrs,Mixed,0.5,5,fold_5,35.55555556,11.88065093,13.46875064,0.051750422,7.648953358
attrs,Mixed,0.5,10,fold_1,37.27272727,30.39601494,27.34689632,0.0491742,9.558494936
attrs,Mixed,0.5,10,fold_2,32.30769231,26.30392999,21.60022033,0.050821855,6.046178763
attrs,Mixed,0.5,10,fold_3,35,17.72960577,17.20434028,0.050384879,10.2887104
attrs,Mixed,0.5,10,fold_4,38.33333333,19.88510157,23.83209928,0.051709354,5.948405862
attrs,Mixed,0.5,10,fold_5,38.18181818,19.44601383,21.3103078,0.053365772,9.602739919
attrs,Mixed,0.8,3,fold_1,66.66666667,1.931966747,3.723108847,0.033507188,6.515791893
attrs,Mixed,0.8,3,fold_2,77.77777778,3.504497751,6.704310868,0.059964339,4.6952552
attrs,Mixed,0.8,3,fold_3,100,4.648667978,8.828679429,0.03858463,4.675570488
attrs,Mixed,0.8,3,fold_4,88.88888889,3.980579169,7.599331254,0.038383325,5.08526516
attrs,Mixed,0.8,3,fold_5,88.88888889,5.99623618,11.02820439,0.038473288,4.668145577
attrs,Mixed,0.8,5,fold_1,63.33333333,7.357850587,12.47429207,0.054539998,4.955219706
attrs,Mixed,0.8,5,fold_2,56,6.733885508,11.16210556,0.053993702,4.418674374
attrs,Mixed,0.8,5,fold_3,50,6.111332864,10.49483027,0.045515418,3.347701629
attrs,Mixed,0.8,5,fold_4,63.33333333,10.38552189,15.40527248,0.048341711,6.914833705
attrs,Mixed,0.8,5,fold_5,52,10.57711344,16.69655177,0.052306986,3.678240395
attrs,Mixed,0.8,10,fold_1,32.85714286,11.24389315,14.41405161,0.046182837,3.528384754
attrs,Mixed,0.8,10,fold_2,46.25,17.82520742,24.58020604,0.048508495,1.978127778
attrs,Mixed,0.8,10,fold_3,48.33333333,13.30024382,19.92069027,0.048801541,3.609426459
attrs,Mixed,0.8,10,fold_4,38.57142857,13.8649804,14.21625993,0.056225266,6.618436847
attrs,Mixed,0.8,10,fold_5,46.25,26.2524982,28.12710065,0.04596439,2.342519075
